postal_code,segment_number,segment_name,segment_description,who_they_are,average_household_income,education,urbanity,average_household_net_worth,occupation,diversity,family_life,tenure,home_type,status,confirmed,cached_at,expires_at
V8Z 5N3,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 4:41,41:37.5
V8L 5R3,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 20:14,14:40.2
V8K 1T9,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:03,03:43.3
V8K 1X4,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:04,04:07.0
V8K 2C3,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:04,04:30.6
V7Z 0S9,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","$110,594 to $142,817",College / High School / Trade,Suburban,$1M to $2.15M,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:08,08:28.7
V8V 2T9,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","$110,594 to $142,817",University,Urban,$600K to $1M,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 4:51,51:58.2
M6G 2Z5,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","$110,594 to $142,817",University,Urban,$600K to $1M,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 20:46,46:08.5
V8E 0G2,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","$110,594 to $142,817",University,Urban,$600K to $1M,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 21:01,01:49.3
V8E 0G1,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","$110,594 to $142,817",University,Urban,$600K to $1M,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 21:11,11:55.8
V9A 2J1,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-09 22:26,26:23.2
V9A 6N2,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-09 22:27,27:27.9
V9B 1T7,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-09 22:28,28:14.8
V8X 3L7,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 4:39,39:38.8
V8Z 4P5,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 4:41,41:13.7
V8V 1Z8,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 4:51,51:34.4
V8V 4G7,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 4:52,52:45.8
V8V 4H5,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 4:53,53:09.5
V8S 1T2,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 14:46,46:45.8
V8S 1W8,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 14:47,47:11.9
V8S 3V2,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 14:47,47:59.5
V8S 4R7,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 14:49,49:12.3
V8R 3W8,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:10,10:25.6
V8R 4X7,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:10,10:49.3
V8S 1C9,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12,12:00.2
V8S 1J8,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12,12:24.0
V8S 1S9,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","$110,594 to $142,817",University / College,Urban,$1M to $2.15M,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 15:12,12:47.5
